LINE_M1026947_1,M1026947,M1026948
LINE_M1026948_0,M1026948,E182725
LINE_M1026948_1,M1026948,M1026947
LINE_M1026948_2,M1026948,M1026949
LINE_M1026949_0,M1026949,M1026948
LINE_M1026949_1,M1026949,M1026951
LINE_M1026950_0,M1026950,L3160103
LINE_M1026950_1,M1026950,M1026954
LINE_M1026951_0,M1026951,L2954347
LINE_M1026951_1,M1026951,M1026949
LINE_M1026953_0,M1026953,L2764399
LINE_M1026953_1,M1026953,L2954347
LINE_M1026953_2,M1026953,L3008232
LINE_M1026954_0,M1026954,D5655682-1_INT
LINE_M1026954_1,M1026954,L2804256
LINE_M1026954_2,M1026954,M1026950
LINE_M1026960_0,M1026960,L2804256
LINE_M1026960_1,M1026960,M1026961
LINE_M1026960_2,M1026960,M1026970
LINE_M1026960_3,M1026960,M3729981
LINE_M1026961_0,M1026961,L2710516
LINE_M1026961_1,M1026961,M1026960
LINE_M1026969_0,M1026969,L2879066
LINE_M1026969_1,M1026969,M1026972
LINE_M1026969_2,M1026969,M1047786
LINE_M1026970_0,M1026970,M1026960
LINE_M1026970_1,M1026970,M1026977
LINE_M1026972_0,M1026972,L2860483
LINE_M1026972_1,M1026972,M1026969
LINE_M1026977_0,M1026977,M1026970
LINE_M1026977_1,M1026977,M1026978
LINE_M1026978_0,M1026978,M1026977
LINE_M1026978_1,M1026978,M1026979
LINE_M1026979_0,M1026979,L2748152
LINE_M1026979_1,M1026979,M1026978
LINE_M1026979_2,M1026979,M1026984
LINE_M1026984_0,M1026984,M1026979
LINE_M1026984_1,M1026984,M1026986
LINE_M1026986_0,M1026986,M1026984
LINE_M1026986_1,M1026986,M1026997
LINE_M1026987_0,M1026987,L2935553
LINE_M1026987_1,M1026987,M1026989
LINE_M1026987_2,M1026987,M1026990
LINE_M1026989_0,M1026989,L2673343
LINE_M1026989_1,M1026989,M1026987
LINE_M1026990_0,M1026990,M1026987
LINE_M1026990_1,M1026990,M1027001
LINE_M1026997_0,M1026997,L3216361
LINE_M1026997_1,M1026997,M1026986
LINE_M1026997_2,M1026997,M1027000
LINE_M1027000_0,M1027000,L2916608
LINE_M1027000_1,M1027000,M1026997
LINE_M1027001_0,M1027001,M1026990
LINE_M1027001_1,M1027001,M1027004
LINE_M1027002_0,M1027002,L2673313
LINE_M1027002_1,M1027002,L2916608
LINE_M1027004_0,M1027004,L2804248
LINE_M1027004_1,M1027004,L2897765
LINE_M1027004_2,M1027004,M1027001
LINE_M1027005_0,M1027005,L2804248
LINE_M1027005_1,M1027005,L3160100
LINE_M1027011_0,M1027011,L2673313
LINE_M1027011_1,M1027011,M1027013
LINE_M1027013_0,M1027013,M1027011
LINE_M1027013_1,M1027013,M1027023
LINE_M1027013_2,M1027013,P901905
LINE_M1027014_0,M1027014,M1027027
LINE_M1027019_0,M1027019,L2785522
LINE_M1027019_1,M1027019,L2801949
LINE_M1027019_2,M1027019,L2860506
LINE_M1027023_0,M1027023,L3122815
LINE_M1027023_1,M1027023,L3254213
LINE_M1027023_2,M1027023,M1027013
LINE_M1027027_0,M1027027,L2710515
LINE_M1027027_1,M1027027,L2766746
LINE_M1027027_2,M1027027,L3270853
LINE_M1027027_3,M1027027,M1027014
LINE_M1027036_0,M1027036,L2785543
LINE_M1027036_1,M1027036,L3010580
LINE_M1027036_2,M1027036,M1027038
LINE_M1027038_0,M1027038,L2731712
LINE_M1027038_1,M1027038,L2766744
LINE_M1027038_2,M1027038,M1027036
LINE_M1027039_0,M1027039,D5806920-1_INT
LINE_M1027039_1,M1027039,L3254213
LINE_M1027039_2,M1027039,M1027043
LINE_M1027041_0,M1027041,L2916607
LINE_M1027041_1,M1027041,L3010564
LINE_M1027041_2,M1027041,N1144666
LINE_M1027042_0,M1027042,E182727
LINE_M1027042_1,M1027042,L3235248
LINE_M1027042_2,M1027042,N1144666
LINE_M1027043_0,M1027043,D6019477-1_INT
LINE_M1027043_1,M1027043,M1027039
LINE_M1027043_2,M1027043,M1027055
LINE_M1027055_0,M1027055,M1027043
LINE_M1027055_1,M1027055,M1027056
LINE_M1027055_2,M1027055,N1147865
LINE_M1027056_0,M1027056,M1027055
LINE_M1027056_1,M1027056,N1144667
LINE_M1027066_0,M1027066,L2841645
LINE_M1027066_1,M1027066,M1027068
LINE_M1027068_0,M1027068,L3235267
LINE_M1027068_1,M1027068,L3235268
LINE_M1027068_2,M1027068,M1027066
LINE_M1027071_0,M1027071,L3235241
LINE_M1027071_1,M1027071,L3235267
LINE_M1027071_2,M1027071,M1027073
LINE_M1027073_0,M1027073,L2766746
LINE_M1027073_1,M1027073,L2879089
LINE_M1027073_2,M1027073,L3104118
LINE_M1027073_3,M1027073,M1027071
LINE_M1027080_0,M1027080,L3083019
LINE_M1027080_1,M1027080,L3215340
LINE_M1027080_2,M1027080,N1134471
LINE_M1027087_0,M1027087,L2726983
LINE_M1027087_1,M1027087,L3215340
LINE_M1027087_2,M1027087,M1027091
LINE_M1027091_0,M1027091,L2764412
LINE_M1027091_1,M1027091,M1027087
LINE_M1027091_2,M1027091,M1027092
LINE_M1027092_0,M1027092,L2689727
LINE_M1027092_1,M1027092,M1027091
LINE_M1027100_0,M1027100,L3140238
LINE_M1027100_1,M1027100,L3251808
LINE_M1027100_2,M1027100,M1027109
LINE_M1027101_0,M1027101,L2710508
LINE_M1027101_1,M1027101,L2860480
LINE_M1027101_2,M1027101,L3197624
LINE_M1027109_0,M1027109,L3101788
LINE_M1027109_1,M1027109,M1027100
LINE_M1027109_2,M1027109,M1027114
LINE_M1027110_0,M1027110,L2858175
LINE_M1027114_0,M1027114,L2876812
LINE_M1027114_1,M1027114,L3195327
LINE_M1027114_2,M1027114,M1027109
LINE_M1027121_0,M1027121,L2970811
LINE_M1027121_1,M1027121,M1027123
LINE_M1027121_2,M1027121,N1134469
LINE_M1027123_0,M1027123,L3008248
LINE_M1027123_1,M1027123,M1027121
LINE_M1047292_0,M1047292,L2691954
LINE_M1047292_1,M1047292,L2766750
LINE_M1047292_2,M1047292,M1047293
LINE_M1047293_0,M1047293,L2763153
LINE_M1047293_1,M1047293,M1047292
LINE_M1047299_0,M1047299,L3104157
LINE_M1047299_1,M1047299,L3139121
LINE_M1047299_2,M1047299,M1047300
LINE_M1047300_0,M1047300,L3027116
LINE_M1047300_1,M1047300,M1047299
LINE_M1047303_0,M1047303,L3027116
LINE_M1047303_1,M1047303,L3048230
LINE_M1047303_2,M1047303,L3254238
LINE_M1047303_3,M1047303,N1145954
LINE_M1047309_0,M1047309,D6049825-1_INT
LINE_M1047309_1,M1047309,N1137960
LINE_M1047311_0,M1047311,L2748158
LINE_M1047311_1,M1047311,M1047314
LINE_M1047312_0,M1047312,L3216370
LINE_M1047312_1,M1047312,N1137960
LINE_M1047312_2,M1047312,P893163
LINE_M1047314_0,M1047314,M1047311
LINE_M1047314_1,M1047314,N1137961
LINE_M1047314_2,M1047314,P893163
LINE_M1047316_0,M1047316,L2766728
LINE_M1047316_1,M1047316,L2785527
LINE_M1047316_2,M1047316,L3216370
LINE_M1047316_3,M1047316,L3235255
LINE_M1047318_0,M1047318,L2841637
LINE_M1047318_1,M1047318,L3254205
LINE_M1047318_2,M1047318,M1047319
LINE_M1047319_0,M1047319,L2991921
LINE_M1047319_1,M1047319,L2991943
LINE_M1047319_2,M1047319,M1047318
LINE_M1047322_0,M1047322,L3048211
LINE_M1047322_1,M1047322,M1047326
LINE_M1047323_0,M1047323,L3010569
LINE_M1047323_1,M1047323,L3104133
LINE_M1047324_0,M1047324,L2897780
LINE_M1047324_1,M1047324,M1047325
LINE_M1047325_0,M1047325,M1047324
LINE_M1047325_1,M1047325,P827532
LINE_M1047325_2,M1047325,Q14412
LINE_M1047326_0,M1047326,M1047322
LINE_M1047326_1,M1047326,M1047338
LINE_M1047326_2,M1047326,P827532
LINE_M1047335_0,M1047335,L2710519
LINE_M1047335_1,M1047335,L2954354
LINE_M1047335_2,M1047335,L3010569
LINE_M1047338_0,M1047338,L2691953
LINE_M1047338_1,M1047338,M1047326
LINE_M1047339_0,M1047339,L2860491
LINE_M1047339_1,M1047339,L2991922
LINE_M1047339_2,M1047339,P895104
LINE_M1047340_0,M1047340,L2991923
LINE_M1047340_1,M1047340,M1047342
LINE_M1047340_2,M1047340,M1047345
LINE_M1047342_0,M1047342,L3197645
LINE_M1047342_1,M1047342,M1047340
LINE_M1047344_0,M1047344,L2710519
LINE_M1047344_1,M1047344,L2897772
LINE_M1047344_2,M1047344,L3029499
LINE_M1047344_3,M1047344,L3066819
LINE_M1047345_0,M1047345,L2991922
LINE_M1047345_1,M1047345,M1047340
LINE_M1047345_2,M1047345,M1047346
LINE_M1047346_0,M1047346,L3104134
LINE_M1047346_1,M1047346,L3254219
LINE_M1047346_2,M1047346,M1047345
LINE_M1047358_0,M1047358,L2729411
LINE_M1047358_1,M1047358,L2897781
LINE_M1047358_2,M1047358,L3122826
LINE_M1047358_3,M1047358,L3197644
LINE_M1047368_0,M1047368,L2748130
LINE_M1047368_1,M1047368,L2785528
LINE_M1047368_2,M1047368,L2841620
LINE_M1047368_3,M1047368,L3178981
LINE_M1047371_0,M1047371,L3119793
LINE_M1047371_1,M1047371,P841985
LINE_M1047374_0,M1047374,L2689678
LINE_M1047374_1,M1047374,L2691942
LINE_M1047374_2,M1047374,L2879065
LINE_M1047374_3,M1047374,L3197629
LINE_M1047379_0,M1047379,L3119793
LINE_M1047379_1,M1047379,M1047386
LINE_M1047386_0,M1047386,L2785520
LINE_M1047386_1,M1047386,L3254211
LINE_M1047386_2,M1047386,M1047379
LINE_M1047386_3,M1047386,M1047388
LINE_M1047388_0,M1047388,L2691942
LINE_M1047388_1,M1047388,L2729407
LINE_M1047388_2,M1047388,M1047386
LINE_M1047400_0,M1047400,L2689726
LINE_M1047401_0,M1047401,L2748132
LINE_M1047401_1,M1047401,L3254216
LINE_M1047401_2,M1047401,M1047403
LINE_M1047403_0,M1047403,M1047401
LINE_M1047403_1,M1047403,M1047404
LINE_M1047404_0,M1047404,L3091052
LINE_M1047404_1,M1047404,M1047403
LINE_M1047406_0,M1047406,L2691947
LINE_M1047406_1,M1047406,L3082992
LINE_M1047406_2,M1047406,L3216348
LINE_M1047409_0,M1047409,L2841648
LINE_M1047409_1,M1047409,L3082992
LINE_M1047409_2,M1047409,M1047410
LINE_M1047410_0,M1047410,L2820556
LINE_M1047410_1,M1047410,M1047409
LINE_M1047419_0,M1047419,L2973157
LINE_M1047419_1,M1047419,M1047420
LINE_M1047420_0,M1047420,L2820556
LINE_M1047420_1,M1047420,M1047419
LINE_M1047420_2,M1047420,M1047423
LINE_M1047423_0,M1047423,L2916234
LINE_M1047423_1,M1047423,M1047420
LINE_M1047424_0,M1047424,L2691949
LINE_M1047424_1,M1047424,L3104127
LINE_M1047424_2,M1047424,L3197636
LINE_M1047430_0,M1047430,L2916234
LINE_M1047430_1,M1047430,P903360
LINE_M1047432_0,M1047432,L2879075
LINE_M1047432_1,M1047432,L3178978
LINE_M1047432_2,M1047432,M1047433
LINE_M1047432_3,M1047432,P903360
LINE_M1047433_0,M1047433,M1047432
LINE_M1047433_1,M1047433,M1047434
LINE_M1047434_0,M1047434,M1047433
LINE_M1047434_1,M1047434,M1047435
LINE_M1047435_0,M1047435,L2970841
LINE_M1047435_1,M1047435,M1047434
LINE_M1047441_0,M1047441,L2804258
LINE_M1047441_1,M1047441,L2879072
LINE_M1047441_2,M1047441,L3197635
LINE_M1047441_3,M1047441,M1047442
LINE_M1047442_0,M1047442,L3235250
LINE_M1047442_1,M1047442,M1047441
LINE_M1047442_2,M1047442,M1047444
LINE_M1047444_0,M1047444,M1047442
LINE_M1047444_1,M1047444,M1047447
LINE_M1047447_0,M1047447,L2766722
LINE_M1047447_1,M1047447,L2954349
LINE_M1047447_2,M1047447,M1047444
LINE_M1047453_0,M1047453,L2691948
LINE_M1047453_1,M1047453,L2785547
LINE_M1047453_2,M1047453,L2913406
LINE_M1047453_3,M1047453,L3046854
LINE_M1047457_0,M1047457,L2710546
LINE_M1047457_1,M1047457,L2785547
LINE_M1047457_2,M1047457,L3139086
LINE_M1047471_0,M1047471,L2879077
LINE_M1047471_1,M1047471,L2973180
LINE_M1047471_2,M1047471,L3160104
LINE_M1047471_3,M1047471,L3216349
LINE_M1047478_0,M1047478,L2766716
LINE_M1047478_1,M1047478,L3254209
LINE_M1047478_2,M1047478,N1137958
LINE_M1047480_0,M1047480,M1047483
LINE_M1047480_1,M1047480,M1069483
LINE_M1047480_2,M1047480,P827504
LINE_M1047483_0,M1047483,L3010560
LINE_M1047483_1,M1047483,M1047480
LINE_M1047483_2,M1047483,P827505
LINE_M1047484_0,M1047484,L3010560
LINE_M1047484_1,M1047484,M1047486
LINE_M1047485_0,M1047485,L2726973
LINE_M1047485_1,M1047485,L3122821
LINE_M1047486_0,M1047486,L3122821
LINE_M1047486_1,M1047486,L3177665
LINE_M1047486_2,M1047486,M1047484
LINE_M1047486_3,M1047486,P827502
LINE_M1047490_0,M1047490,L2726973
LINE_M1047490_1,M1047490,L2822872
LINE_M1047490_2,M1047490,P1164481
LINE_M1047497_0,M1047497,L3104136
LINE_M1047497_1,M1047497,L3160109
LINE_M1047497_2,M1047497,P901912
LINE_M1047503_0,M1047503,L2841635
LINE_M1047503_1,M1047503,L2991914
LINE_M1047507_0,M1047507,196-35813
LINE_M1047507_1,M1047507,L2820531
LINE_M1047507_2,M1047507,M1047513
LINE_M1047513_0,M1047513,M1047507
LINE_M1047513_1,M1047513,M1047515
LINE_M1047513_2,M1047513,P901913
LINE_M1047515_0,M1047515,M1047513
LINE_M1047515_1,M1047515,N1144665
LINE_M1047518_0,M1047518,L2973160
LINE_M1047518_1,M1047518,L3029506
LINE_M1047521_0,M1047521,D6108141-1_INT
LINE_M1047521_1,M1047521,L2954353
LINE_M1047521_2,M1047521,M1047522
LINE_M1047521_3,M1047521,M1047526
LINE_M1047521_4,M1047521,N1136665
LINE_M1047522_0,M1047522,M1047521
LINE_M1047522_1,M1047522,N1136663
LINE_M1047522_2,M1047522,N1136664
LINE_M1047526_0,M1047526,M1047521
LINE_M1047526_1,M1047526,N1136666
LINE_M1047528_0,M1047528,L2858166
LINE_M1047528_1,M1047528,N1136666
LINE_M1047534_0,M1047534,M1047550
LINE_M1047534_1,M1047534,N1136660
LINE_M1047534_2,M1047534,N1136661
LINE_M1047534_3,M1047534,N1136663
LINE_M1047548_0,M1047548,L3066815
LINE_M1047548_1,M1047548,M1047552
LINE_M1047548_2,M1047548,N1136670
LINE_M1047550_0,M1047550,M1047534
LINE_M1047550_1,M1047550,M1047558
LINE_M1047552_0,M1047552,M1047548
LINE_M1047552_1,M1047552,N1136669
LINE_M1047552_2,M1047552,P827529
LINE_M1047558_0,M1047558,M1047550
LINE_M1047558_1,M1047558,M1047568
LINE_M1047558_2,M1047558,N1136659
LINE_M1047558_3,M1047558,N1137996
LINE_M1047566_0,M1047566,N1136658
LINE_M1047566_1,M1047566,N1137995
LINE_M1047568_0,M1047568,M1047558
LINE_M1047568_1,M1047568,P827527
LINE_M1047568_2,M1047568,Q14733
LINE_M1047572_0,M1047572,M1047580
LINE_M1047572_1,M1047572,N1136670
LINE_M1047574_0,M1047574,L2841632
LINE_M1047574_1,M1047574,M1069500
LINE_M1047577_0,M1047577,L3103822
LINE_M1047577_1,M1047577,M1047592
LINE_M1047580_0,M1047580,M1047572
LINE_M1047580_1,M1047580,N1136672
LINE_M1047580_2,M1047580,P828362
LINE_M1047592_0,M1047592,M1047577
LINE_M1047592_1,M1047592,M3763619
LINE_M1047592_2,M1047592,P827512
LINE_M1047593_0,M1047593,M1047615
LINE_M1047593_1,M1047593,N1136671
LINE_M1047593_2,M1047593,N1136993
LINE_M1047612_0,M1047612,M1047613
LINE_M1047612_1,M1047612,P828360
LINE_M1047613_0,M1047613,M1047612
LINE_M1047613_1,M1047613,N1136995
LINE_M1047613_2,M1047613,P828359
LINE_M1047615_0,M1047615,L3216123
LINE_M1047615_1,M1047615,M1047593
LINE_M1047615_2,M1047615,N1136995
LINE_M1047623_0,M1047623,L2748157
LINE_M1047623_1,M1047623,L2764403
LINE_M1047623_2,M1047623,L3008279
LINE_M1047633_0,M1047633,L2766499
LINE_M1047633_1,M1047633,L2897554
LINE_M1047649_0,M1047649,L2973153
LINE_M1047649_1,M1047649,N1136996
LINE_M1047649_2,M1047649,N1136997
LINE_M1047669_0,M1047669,M1047672
LINE_M1047669_1,M1047669,N1136998
LINE_M1047671_0,M1047671,L2710511
LINE_M1047671_1,M1047671,N1136999
LINE_M1047672_0,M1047672,L2822866
LINE_M1047672_1,M1047672,M1047669
LINE_M1047672_2,M1047672,N1136999
LINE_M1047688_0,M1047688,L2822866
LINE_M1047688_1,M1047688,M1047699
LINE_M1047688_2,M1047688,N1144664
LINE_M1047699_0,M1047699,L2935554
LINE_M1047699_1,M1047699,M1047688
LINE_M1047699_2,M1047699,P859135
LINE_M1047702_0,M1047702,N1137001
LINE_M1047702_1,M1047702,N1137002
LINE_M1047702_2,M1047702,P859135
LINE_M1047707_0,M1047707,L3159645
LINE_M1047707_1,M1047707,N1137002
LINE_M1047711_0,M1047711,L3254230
LINE_M1047711_1,M1047711,M1047718
LINE_M1047713_0,M1047713,L2935554
LINE_M1047713_1,M1047713,M1047720
LINE_M1047713_2,M1047713,N1137003
LINE_M1047718_0,M1047718,M1047711
LINE_M1047718_1,M1047718,M1047721
LINE_M1047720_0,M1047720,L2895449
LINE_M1047720_1,M1047720,L2954345
LINE_M1047720_2,M1047720,M1047713
LINE_M1047721_0,M1047721,M1047718
LINE_M1047721_1,M1047721,M1047723
LINE_M1047722_0,M1047722,L2841621
LINE_M1047722_1,M1047722,L3214064
LINE_M1047722_2,M1047722,M1047724
LINE_M1047722_3,M1047722,N1137985
LINE_M1047723_0,M1047723,M1047721
LINE_M1047723_1,M1047723,M1047729
LINE_M1047724_0,M1047724,M1047722
LINE_M1047724_1,M1047724,M1047725
LINE_M1047724_2,M1047724,N1137005
LINE_M1047725_0,M1047725,M1047724
LINE_M1047725_1,M1047725,M1047728
LINE_M1047728_0,M1047728,L2804255
LINE_M1047728_1,M1047728,M1047725
LINE_M1047729_0,M1047729,L2973150
LINE_M1047729_1,M1047729,M1047723
LINE_M1047732_0,M1047732,M1047737
LINE_M1047732_1,M1047732,N1137986
LINE_M1047732_2,M1047732,N1137987
LINE_M1047733_0,M1047733,L2973150
LINE_M1047733_1,M1047733,L3066804
LINE_M1047737_0,M1047737,L3027157
LINE_M1047737_1,M1047737,M1047732
LINE_M1047737_2,M1047737,N1137988
LINE_M1047737_3,M1047737,N1137989
LINE_M1047744_0,M1047744,L3178971
LINE_M1047744_1,M1047744,M1047750
LINE_M1047750_0,M1047750,L2708293
LINE_M1047750_1,M1047750,M1047744
LINE_M1047750_2,M1047750,M1047752
LINE_M1047751_0,M1047751,L2973154
LINE_M1047751_1,M1047751,M1047755
LINE_M1047752_0,M1047752,L2804254
LINE_M1047752_1,M1047752,M1047750
LINE_M1047755_0,M1047755,L3066812
LINE_M1047755_1,M1047755,M1047751
LINE_M1047755_2,M1047755,M1047756
LINE_M1047756_0,M1047756,L2876796
LINE_M1047756_1,M1047756,M1047755
LINE_M1047763_0,M1047763,N1136027
LINE_M1047763_1,M1047763,N1136030
LINE_M1047763_2,M1047763,P827509
LINE_M1047763_3,M1047763,R18241
LINE_M1047766_0,M1047766,L3216344
LINE_M1047766_1,M1047766,M1047768
LINE_M1047766_2,M1047766,N1136030
LINE_M1047767_0,M1047767,L2860484
LINE_M1047767_1,M1047767,L2879068
LINE_M1047767_2,M1047767,N1136029
LINE_M1047768_0,M1047768,M1047766
LINE_M1047768_1,M1047768,P827554
LINE_M1047769_0,M1047769,L2710514
LINE_M1047769_1,M1047769,L3197632
LINE_M1047769_2,M1047769,P827554
LINE_M1047773_0,M1047773,L2879068
LINE_M1047773_1,M1047773,L2973152
LINE_M1047777_0,M1047777,L2748131
LINE_M1047777_1,M1047777,L2973152
LINE_M1047777_2,M1047777,L3178975
LINE_M1047777_3,M1047777,M1047780
LINE_M1047780_0,M1047780,L3066811
LINE_M1047780_1,M1047780,M1047777
LINE_M1047786_0,M1047786,L2729427
LINE_M1047786_1,M1047786,L3048207
LINE_M1047786_2,M1047786,M1026969
LINE_M1047787_0,M1047787,L2710514
LINE_M1047787_1,M1047787,L3157710
LINE_M1047792_0,M1047792,L2860500
LINE_M1047792_1,M1047792,L2876846
LINE_M1047792_2,M1047792,M1047794
LINE_M1047793_0,M1047793,L3157710
LINE_M1047793_1,M1047793,M1047795
LINE_M1047793_2,M1047793,P827555
LINE_M1047794_0,M1047794,M1047792
LINE_M1047794_1,M1047794,M1047796
LINE_M1047794_2,M1047794,P827555
LINE_M1047795_0,M1047795,L3160117
LINE_M1047795_1,M1047795,M1047793
LINE_M1047796_0,M1047796,L3010562
LINE_M1047796_1,M1047796,M1047794
LINE_M1047809_0,M1047809,L2897800
LINE_M1047809_1,M1047809,L2989432
LINE_M1047809_2,M1047809,M1047812
LINE_M1047812_0,M1047812,M1047809
LINE_M1047812_1,M1047812,M4350438
LINE_M1047813_0,M1047813,L2785512
LINE_M1047813_1,M1047813,L2973149
LINE_M1047819_0,M1047819,L2897765
LINE_M1047819_1,M1047819,L2916603
LINE_M1047819_2,M1047819,M1047821
LINE_M1047821_0,M1047821,L2684420
LINE_M1047821_1,M1047821,L2785512
LINE_M1047821_2,M1047821,M1047819
LINE_M1047824_0,M1047824,L2684420
LINE_M1047824_1,M1047824,L3122810
LINE_M1047824_2,M1047824,M1047834
LINE_M1047825_0,M1047825,L2726975
LINE_M1047825_1,M1047825,M1047826
LINE_M1047825_2,M1047825,M1069731
LINE_M1047826_0,M1047826,M1047825
LINE_M1047826_1,M1047826,P827553
LINE_M1047828_0,M1047828,L2710512
LINE_M1047828_1,M1047828,L2710513
LINE_M1047828_2,M1047828,L2954346
LINE_M1047831_0,M1047831,L2710505
LINE_M1047831_1,M1047831,L2954346
LINE_M1047831_2,M1047831,L3178974
LINE_M1047834_0,M1047834,L3197624
LINE_M1047834_1,M1047834,M1047824
LINE_M1047834_2,M1047834,M1047835
LINE_M1047835_0,M1047835,M1047834
LINE_M1047835_1,M1047835,M1047836
LINE_M1047836_0,M1047836,L3048199
LINE_M1047836_1,M1047836,L3254203
LINE_M1047836_2,M1047836,M1047835
LINE_M1047837_0,M1047837,L3048199
LINE_M1069130_0,M1069130,L3085396
LINE_M1069130_1,M1069130,M1069133
LINE_M1069130_2,M1069130,P827534
LINE_M1069131_0,M1069131,L2710520
LINE_M1069131_1,M1069131,P827534
LINE_M1069133_0,M1069133,L2710521
LINE_M1069133_1,M1069133,M1069130
LINE_M1069135_0,M1069135,M1069136
LINE_M1069135_1,M1069135,N1139539
LINE_M1069135_2,M1069135,P827533
LINE_M1069135_3,M1069135,R18242
LINE_M1069136_0,M1069136,L2841638
LINE_M1069136_1,M1069136,L3235256
LINE_M1069136_2,M1069136,M1069135
LINE_M1069147_0,M1069147,L2879055
LINE_M1069147_1,M1069147,L3066801
LINE_M1069147_2,M1069147,M1089094
LINE_M1069148_0,M1069148,L2673309
LINE_M1069148_1,M1069148,L2785518
LINE_M1069148_2,M1069148,M1069149
LINE_M1069149_0,M1069149,L2724120
LINE_M1069149_1,M1069149,M1069148
LINE_M1069154_0,M1069154,L2804251
LINE_M1069154_1,M1069154,L3104120
LINE_M1069154_2,M1069154,L3197630
LINE_M1069154_3,M1069154,M1069155
LINE_M1069155_0,M1069155,L3085395
LINE_M1069155_1,M1069155,L3254210
LINE_M1069155_2,M1069155,M1069154
LINE_M1069155_3,M1069155,M1069156
LINE_M1069156_0,M1069156,L2710510
LINE_M1069156_1,M1069156,L3048206
LINE_M1069156_2,M1069156,M1069155
LINE_M1069169_0,M1069169,E182724
LINE_M1069169_1,M1069169,L2879064
LINE_M1069169_2,M1069169,L3010556
LINE_M1069169_3,M1069169,P827508
LINE_M1069174_0,M1069174,L2841629
LINE_M1069174_1,M1069174,L2841630
LINE_M1069174_2,M1069174,L3216347
LINE_M1069174_3,M1069174,N1139545
LINE_M1069175_0,M1069175,L3197637
LINE_M1069175_1,M1069175,M1069184
LINE_M1069175_2,M1069175,N1139541
LINE_M1069181_0,M1069181,L2748146
LINE_M1069181_1,M1069181,L2804253
LINE_M1069181_2,M1069181,L2973151
LINE_M1069181_3,M1069181,L3195315
LINE_M1069184_0,M1069184,M1069175
LINE_M1069184_1,M1069184,M1069189
LINE_M1069187_0,M1069187,L2748129
LINE_M1069187_1,M1069187,L2785519
LINE_M1069187_2,M1069187,L2973151
LINE_M1069189_0,M1069189,L2860487
LINE_M1069189_1,M1069189,L3195356
LINE_M1069189_2,M1069189,M1069184
LINE_M1069191_0,M1069191,L3195315
LINE_M1069191_1,M1069191,M1069192
LINE_M1069192_0,M1069192,L2991907
LINE_M1069192_1,M1069192,L2991913
LINE_M1069192_2,M1069192,L3235253
LINE_M1069192_3,M1069192,M1069191
LINE_M1069199_0,M1069199,L2785525
LINE_M1069199_1,M1069199,L3263051
LINE_M1069201_0,M1069201,L2785524
LINE_M1069201_1,M1069201,L3010565
LINE_M1069202_0,M1069202,L2785524
LINE_M1069202_1,M1069202,L2879073
LINE_M1069202_2,M1069202,L3029503
LINE_M1069202_3,M1069202,L3104126
LINE_M1069205_0,M1069205,L2879073
LINE_M1069205_1,M1069205,M1069208
LINE_M1069206_0,M1069206,L2841625
LINE_M1069206_1,M1069206,L2954350
LINE_M1069208_0,M1069208,L2691945
LINE_M1069208_1,M1069208,L3010567
LINE_M1069208_2,M1069208,M1069205
LINE_M1069208_3,M1069208,M1069213
LINE_M1069210_0,M1069210,L3085400
LINE_M1069210_1,M1069210,L3141399
LINE_M1069213_0,M1069213,L3178977
LINE_M1069213_1,M1069213,M1069208
LINE_M1069213_2,M1069213,M1069217
LINE_M1069217_0,M1069217,L2841626
LINE_M1069217_1,M1069217,L2954350
LINE_M1069217_2,M1069217,M1069213
LINE_M1069218_0,M1069218,L2860486
LINE_M1069218_1,M1069218,L2954351
LINE_M1069218_2,M1069218,M1069224
LINE_M1069224_0,M1069224,L2801950
LINE_M1069224_1,M1069224,M1069218
LINE_M1069224_2,M1069224,M1069226
LINE_M1069225_0,M1069225,E206210
LINE_M1069225_1,M1069225,L3122819
LINE_M1069225_2,M1069225,N1139544
LINE_M1069226_0,M1069226,D5712486-1_INT
LINE_M1069226_1,M1069226,M1069224
LINE_M1069226_2,M1069226,M1069227
LINE_M1069227_0,M1069227,L2748133
LINE_M1069227_1,M1069227,M1069226
LINE_M1069247_0,M1069247,L2821770
LINE_M1069247_1,M1069247,M1069248
LINE_M1069248_0,M1069248,L2915534
LINE_M1069248_1,M1069248,M1069247
LINE_M1069249_0,M1069249,L2803194
LINE_M1069249_1,M1069249,N1139251
LINE_M1069250_0,M1069250,L2690868
LINE_M1069250_1,M1069250,L3047073
LINE_M1069284_0,M1069284,M4113348
LINE_M1069284_1,M1069284,P850401
LINE_M1069285_0,M1069285,M1069311
LINE_M1069285_1,M1069285,M4113348
LINE_M1069310_0,M1069310,M1069311
LINE_M1069311_0,M1069311,L3159448
LINE_M1069311_1,M1069311,M1069285
LINE_M1069311_2,M1069311,M1069310
LINE_M1069311_3,M1069311,M1069312
LINE_M1069312_0,M1069312,M1069311
LINE_M1069312_1,M1069312,P873800
LINE_M1069312_2,M1069312,P873801
LINE_M1069328_0,M1069328,L2763811
LINE_M1069328_1,M1069328,L3232301
LINE_M1069335_0,M1069335,N1138606
LINE_M1069335_1,M1069335,P827564
LINE_M1069348_0,M1069348,M1069356
LINE_M1069348_1,M1069348,P827564
LINE_M1069350_0,M1069350,L3143999
LINE_M1069350_1,M1069350,N1144668
LINE_M1069356_0,M1069356,M1069348
